"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",7,"19/12/17","D",98,159,7,3
"sad","item2",7,"19/12/17","D",109,200,8,3
"sad","item3",7,"19/12/17","D",112,182,8,3
"sad","item4",7,"19/12/17","D",105,195,7,3
"sad","item5",7,"19/12/17","D",76,175,8,3
"sad","item6",7,"19/12/17","D",110,184,7,3
"sad","item7",7,"19/12/17","D",97,170,8,3
"sad","item8",7,"19/12/17","D",99,194,7,3
"sad","item9",7,"19/12/17","D",101,184,7,3
"sad","item10",7,"19/12/17","D",96,161,7,3
"sad","item11",7,"19/12/17","D",103,186,8,3
"sad","item12",7,"19/12/17","D",114,196,8,3
"sad","item13",7,"19/12/17","D",121,196,8,3
"sad","item14",7,"19/12/17","D",105,180,7,3
"sad","item15",7,"19/12/17","D",90,206,8,3
"sad","item16",7,"19/12/17","D",106,183,7,3
"sad","item17",7,"19/12/17","D",102,205,8,3
"sad","item18",7,"19/12/17","D",105,161,8,3
"sad","item19",7,"19/12/17","D",106,190,7,3
"sad","item20",7,"19/12/17","D",90,179,7,3
"sad","item21",7,"19/12/17","D",93,201,7,3
"sad","item22",7,"19/12/17","D",96,182,7,3
"sad","item23",7,"19/12/17","D",98,166,8,3
"sad","item24",7,"19/12/17","D",111,193,8,3
"sad","item25",7,"19/12/17","D",100,183,7,3
"sad","item26",7,"19/12/17","D",105,173,8,3
"sad","item27",7,"19/12/17","D",103,208,8,3
"sad","item28",7,"19/12/17","D",107,162,8,3
"sad","item29",7,"19/12/17","D",104,186,8,3
"sad","item30",7,"19/12/17","D",83,194,8,3
"sad","item31",7,"19/12/17","D",107,170,7,3
"sad","item32",7,"19/12/17","D",98,195,8,3
"happy","item33",7,"19/12/17","D",130,178,7,5
"happy","item34",7,"19/12/17","D",103,161,7,5
"happy","item35",7,"19/12/17","D",113,184,7,6
"happy","item36",7,"19/12/17","D",104,170,7,6
"happy","item37",7,"19/12/17","D",113,151,8,5
"happy","item38",7,"19/12/17","D",108,185,8,5
"happy","item39",7,"19/12/17","D",130,153,8,5
"happy","item40",7,"19/12/17","D",124,180,8,5
"happy","item41",7,"19/12/17","D",102,163,8,5
"happy","item42",7,"19/12/17","D",121,168,8,6
"happy","item43",7,"19/12/17","D",113,176,7,5
"happy","item44",7,"19/12/17","D",114,157,8,5
"happy","item45",7,"19/12/17","D",118,155,8,5
"happy","item46",7,"19/12/17","D",109,139,7,6
"happy","item47",7,"19/12/17","D",121,170,8,5
"happy","item48",7,"19/12/17","D",125,156,7,5
"happy","item49",7,"19/12/17","D",106,178,8,5
"happy","item50",7,"19/12/17","D",126,181,8,5
"happy","item51",7,"19/12/17","D",123,143,8,6
"happy","item52",7,"19/12/17","D",118,146,7,5
"happy","item53",7,"19/12/17","D",120,165,8,5
"happy","item54",7,"19/12/17","D",119,177,7,5
"happy","item55",7,"19/12/17","D",123,186,8,5
"happy","item56",7,"19/12/17","D",99,172,7,5
"happy","item57",7,"19/12/17","D",130,156,7,5
"happy","item58",7,"19/12/17","D",132,169,7,5
"happy","item59",7,"19/12/17","D",113,170,8,5
"happy","item60",7,"19/12/17","D",123,193,8,5
"happy","item61",7,"19/12/17","D",121,187,8,5
"happy","item62",7,"19/12/17","D",116,159,8,5
"happy","item63",7,"19/12/17","D",114,174,8,5
"happy","item64",7,"19/12/17","D",113,173,7,6
