"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",2,"16/12/17","D",113,232,7,2
"sad","item2",2,"16/12/17","D",125,232,7,2
"sad","item3",2,"16/12/17","D",122,227,8,2
"sad","item4",2,"16/12/17","D",139,240,7,2
"sad","item5",2,"16/12/17","D",117,247,7,3
"sad","item6",2,"16/12/17","D",110,235,7,2
"sad","item7",2,"16/12/17","D",117,240,7,2
"sad","item8",2,"16/12/17","D",134,215,7,3
"sad","item9",2,"16/12/17","D",120,232,8,2
"sad","item10",2,"16/12/17","D",140,207,7,2
"sad","item11",2,"16/12/17","D",129,222,8,2
"sad","item12",2,"16/12/17","D",108,237,7,2
"sad","item13",2,"16/12/17","D",99,234,7,3
"sad","item14",2,"16/12/17","D",129,266,7,2
"sad","item15",2,"16/12/17","D",138,223,7,2
"sad","item16",2,"16/12/17","D",117,227,7,2
"sad","item17",2,"16/12/17","D",135,226,7,3
"sad","item18",2,"16/12/17","D",133,242,7,2
"sad","item19",2,"16/12/17","D",123,237,7,3
"sad","item20",2,"16/12/17","D",121,219,7,3
"sad","item21",2,"16/12/17","D",119,212,7,2
"sad","item22",2,"16/12/17","D",133,219,7,2
"sad","item23",2,"16/12/17","D",109,226,7,2
"sad","item24",2,"16/12/17","D",118,222,7,2
"sad","item25",2,"16/12/17","D",133,226,7,2
"sad","item26",2,"16/12/17","D",130,228,7,2
"sad","item27",2,"16/12/17","D",133,253,7,2
"sad","item28",2,"16/12/17","D",151,243,7,2
"sad","item29",2,"16/12/17","D",120,236,7,2
"sad","item30",2,"16/12/17","D",134,229,7,3
"sad","item31",2,"16/12/17","D",116,225,7,2
"sad","item32",2,"16/12/17","D",123,236,7,2
"happy","item33",2,"16/12/17","D",139,190,7,5
"happy","item34",2,"16/12/17","D",134,185,7,5
"happy","item35",2,"16/12/17","D",147,196,7,4
"happy","item36",2,"16/12/17","D",128,195,7,5
"happy","item37",2,"16/12/17","D",159,186,7,5
"happy","item38",2,"16/12/17","D",133,196,7,6
"happy","item39",2,"16/12/17","D",142,202,7,5
"happy","item40",2,"16/12/17","D",143,173,7,5
"happy","item41",2,"16/12/17","D",161,203,7,5
"happy","item42",2,"16/12/17","D",135,214,7,5
"happy","item43",2,"16/12/17","D",143,196,7,5
"happy","item44",2,"16/12/17","D",142,190,7,5
"happy","item45",2,"16/12/17","D",148,176,7,5
"happy","item46",2,"16/12/17","D",143,201,7,5
"happy","item47",2,"16/12/17","D",143,178,7,5
"happy","item48",2,"16/12/17","D",134,208,7,5
"happy","item49",2,"16/12/17","D",139,202,7,4
"happy","item50",2,"16/12/17","D",147,189,7,5
"happy","item51",2,"16/12/17","D",128,218,7,5
"happy","item52",2,"16/12/17","D",148,210,7,5
"happy","item53",2,"16/12/17","D",139,201,7,5
"happy","item54",2,"16/12/17","D",166,189,7,5
"happy","item55",2,"16/12/17","D",126,197,7,5
"happy","item56",2,"16/12/17","D",131,183,7,5
"happy","item57",2,"16/12/17","D",157,199,7,5
"happy","item58",2,"16/12/17","D",155,199,8,5
"happy","item59",2,"16/12/17","D",134,173,7,4
"happy","item60",2,"16/12/17","D",145,207,7,5
"happy","item61",2,"16/12/17","D",152,203,7,5
"happy","item62",2,"16/12/17","D",169,183,7,5
"happy","item63",2,"16/12/17","D",130,183,7,5
"happy","item64",2,"16/12/17","D",118,197,7,5
