"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",12,"19/12/17","D",98,162,8,3
"sad","item2",12,"19/12/17","D",122,186,8,3
"sad","item3",12,"19/12/17","D",108,169,8,3
"sad","item4",12,"19/12/17","D",102,179,8,2
"sad","item5",12,"19/12/17","D",122,178,8,3
"sad","item6",12,"19/12/17","D",110,164,8,3
"sad","item7",12,"19/12/17","D",111,180,8,3
"sad","item8",12,"19/12/17","D",98,167,8,3
"sad","item9",12,"19/12/17","D",108,145,8,3
"sad","item10",12,"19/12/17","D",120,183,8,3
"sad","item11",12,"19/12/17","D",115,165,8,3
"sad","item12",12,"19/12/17","D",98,165,8,3
"sad","item13",12,"19/12/17","D",116,172,8,3
"sad","item14",12,"19/12/17","D",103,180,8,2
"sad","item15",12,"19/12/17","D",112,189,8,3
"sad","item16",12,"19/12/17","D",112,156,8,3
"sad","item17",12,"19/12/17","D",106,181,8,4
"sad","item18",12,"19/12/17","D",135,172,8,3
"sad","item19",12,"19/12/17","D",103,163,8,3
"sad","item20",12,"19/12/17","D",116,166,8,3
"sad","item21",12,"19/12/17","D",112,169,8,2
"sad","item22",12,"19/12/17","D",110,153,8,3
"sad","item23",12,"19/12/17","D",117,163,8,3
"sad","item24",12,"19/12/17","D",106,165,8,3
"sad","item25",12,"19/12/17","D",99,188,8,3
"sad","item26",12,"19/12/17","D",112,182,8,3
"sad","item27",12,"19/12/17","D",95,176,8,3
"sad","item28",12,"19/12/17","D",103,166,8,3
"sad","item29",12,"19/12/17","D",119,187,8,3
"sad","item30",12,"19/12/17","D",114,163,8,3
"sad","item31",12,"19/12/17","D",124,204,8,3
"sad","item32",12,"19/12/17","D",106,162,8,3
"happy","item33",12,"19/12/17","D",124,186,8,5
"happy","item34",12,"19/12/17","D",117,178,8,5
"happy","item35",12,"19/12/17","D",114,191,9,5
"happy","item36",12,"19/12/17","D",114,176,9,5
"happy","item37",12,"19/12/17","D",122,168,8,5
"happy","item38",12,"19/12/17","D",132,189,8,5
"happy","item39",12,"19/12/17","D",132,169,8,5
"happy","item40",12,"19/12/17","D",118,182,8,5
"happy","item41",12,"19/12/17","D",119,156,9,5
"happy","item42",12,"19/12/17","D",114,175,9,5
"happy","item43",12,"19/12/17","D",119,161,8,5
"happy","item44",12,"19/12/17","D",115,172,8,5
"happy","item45",12,"19/12/17","D",134,208,8,5
"happy","item46",12,"19/12/17","D",94,159,8,5
"happy","item47",12,"19/12/17","D",110,177,8,5
"happy","item48",12,"19/12/17","D",138,165,9,5
"happy","item49",12,"19/12/17","D",118,180,8,5
"happy","item50",12,"19/12/17","D",121,160,8,5
"happy","item51",12,"19/12/17","D",134,178,8,5
"happy","item52",12,"19/12/17","D",121,159,9,5
"happy","item53",12,"19/12/17","D",95,171,8,5
"happy","item54",12,"19/12/17","D",114,160,8,5
"happy","item55",12,"19/12/17","D",120,144,9,5
"happy","item56",12,"19/12/17","D",120,184,8,5
"happy","item57",12,"19/12/17","D",114,195,8,5
"happy","item58",12,"19/12/17","D",117,158,8,5
"happy","item59",12,"19/12/17","D",116,166,8,4
"happy","item60",12,"19/12/17","D",117,179,9,5
"happy","item61",12,"19/12/17","D",109,173,8,5
"happy","item62",12,"19/12/17","D",116,178,8,5
"happy","item63",12,"19/12/17","D",110,190,8,5
"happy","item64",12,"19/12/17","D",113,175,8,5
