"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",5,"17/12/17","C",53,134,7,3
"sad","item2",5,"17/12/17","C",64,128,7,4
"sad","item3",5,"17/12/17","C",71,113,7,4
"sad","item4",5,"17/12/17","C",66,134,7,4
"sad","item5",5,"17/12/17","C",44,122,7,4
"sad","item6",5,"17/12/17","C",48,111,7,3
"sad","item7",5,"17/12/17","C",67,136,6,3
"sad","item8",5,"17/12/17","C",56,122,6,3
"sad","item9",5,"17/12/17","C",53,133,7,3
"sad","item10",5,"17/12/17","C",64,114,6,3
"sad","item11",5,"17/12/17","C",71,112,7,3
"sad","item12",5,"17/12/17","C",62,115,7,3
"sad","item13",5,"17/12/17","C",60,110,6,3
"sad","item14",5,"17/12/17","C",58,110,6,3
"sad","item15",5,"17/12/17","C",63,137,7,4
"sad","item16",5,"17/12/17","C",61,106,7,3
"sad","item17",5,"17/12/17","C",67,117,7,3
"sad","item18",5,"17/12/17","C",87,123,6,3
"sad","item19",5,"17/12/17","C",32,120,7,4
"sad","item20",5,"17/12/17","C",68,125,7,4
"sad","item21",5,"17/12/17","C",53,128,7,3
"sad","item22",5,"17/12/17","C",51,120,7,3
"sad","item23",5,"17/12/17","C",53,118,7,3
"sad","item24",5,"17/12/17","C",65,126,6,3
"sad","item25",5,"17/12/17","C",67,116,7,3
"sad","item26",5,"17/12/17","C",68,127,7,4
"sad","item27",5,"17/12/17","C",50,117,6,3
"sad","item28",5,"17/12/17","C",67,106,6,3
"sad","item29",5,"17/12/17","C",62,131,7,3
"sad","item30",5,"17/12/17","C",64,94,7,3
"sad","item31",5,"17/12/17","C",52,140,7,3
"sad","item32",5,"17/12/17","C",58,124,7,3
"happy","item33",5,"17/12/17","C",63,140,6,4
"happy","item34",5,"17/12/17","C",79,137,6,5
"happy","item35",5,"17/12/17","C",55,153,7,5
"happy","item36",5,"17/12/17","C",53,137,6,5
"happy","item37",5,"17/12/17","C",56,119,6,5
"happy","item38",5,"17/12/17","C",84,132,6,5
"happy","item39",5,"17/12/17","C",75,126,6,5
"happy","item40",5,"17/12/17","C",83,155,6,5
"happy","item41",5,"17/12/17","C",70,139,6,5
"happy","item42",5,"17/12/17","C",70,125,6,5
"happy","item43",5,"17/12/17","C",66,131,6,5
"happy","item44",5,"17/12/17","C",74,146,6,5
"happy","item45",5,"17/12/17","C",61,127,6,5
"happy","item46",5,"17/12/17","C",59,120,6,5
"happy","item47",5,"17/12/17","C",72,143,7,5
"happy","item48",5,"17/12/17","C",42,135,7,5
"happy","item49",5,"17/12/17","C",61,154,6,5
"happy","item50",5,"17/12/17","C",58,135,6,6
"happy","item51",5,"17/12/17","C",60,136,7,5
"happy","item52",5,"17/12/17","C",59,119,6,5
"happy","item53",5,"17/12/17","C",59,125,7,5
"happy","item54",5,"17/12/17","C",76,143,6,5
"happy","item55",5,"17/12/17","C",87,139,7,5
"happy","item56",5,"17/12/17","C",69,135,6,5
"happy","item57",5,"17/12/17","C",52,149,6,5
"happy","item58",5,"17/12/17","C",69,135,6,5
"happy","item59",5,"17/12/17","C",66,133,6,5
"happy","item60",5,"17/12/17","C",78,140,7,5
"happy","item61",5,"17/12/17","C",56,125,7,5
"happy","item62",5,"17/12/17","C",79,133,7,5
"happy","item63",5,"17/12/17","C",57,140,6,5
"happy","item64",5,"17/12/17","C",69,136,6,5
