"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",9,"17/12/17","D",100,144,6,3
"sad","item2",9,"17/12/17","D",110,166,6,3
"sad","item3",9,"17/12/17","D",77,156,6,3
"sad","item4",9,"17/12/17","D",87,162,6,3
"sad","item5",9,"17/12/17","D",91,169,6,3
"sad","item6",9,"17/12/17","D",86,172,6,2
"sad","item7",9,"17/12/17","D",82,170,6,3
"sad","item8",9,"17/12/17","D",84,161,6,3
"sad","item9",9,"17/12/17","D",96,158,6,3
"sad","item10",9,"17/12/17","D",81,173,6,3
"sad","item11",9,"17/12/17","D",93,186,6,3
"sad","item12",9,"17/12/17","D",82,124,6,3
"sad","item13",9,"17/12/17","D",97,155,6,3
"sad","item14",9,"17/12/17","D",107,147,6,3
"sad","item15",9,"17/12/17","D",89,162,6,2
"sad","item16",9,"17/12/17","D",80,156,6,3
"sad","item17",9,"17/12/17","D",85,152,6,4
"sad","item18",9,"17/12/17","D",73,136,6,3
"sad","item19",9,"17/12/17","D",74,158,6,3
"sad","item20",9,"17/12/17","D",81,176,6,4
"sad","item21",9,"17/12/17","D",96,135,6,3
"sad","item22",9,"17/12/17","D",73,171,6,2
"sad","item23",9,"17/12/17","D",85,138,6,3
"sad","item24",9,"17/12/17","D",92,155,6,3
"sad","item25",9,"17/12/17","D",105,165,6,3
"sad","item26",9,"17/12/17","D",90,147,6,3
"sad","item27",9,"17/12/17","D",87,155,6,3
"sad","item28",9,"17/12/17","D",89,157,6,3
"sad","item29",9,"17/12/17","D",79,165,6,3
"sad","item30",9,"17/12/17","D",76,160,6,3
"sad","item31",9,"17/12/17","D",100,161,6,3
"sad","item32",9,"17/12/17","D",79,170,6,3
"happy","item33",9,"17/12/17","D",57,156,6,5
"happy","item34",9,"17/12/17","D",67,167,6,5
"happy","item35",9,"17/12/17","D",68,144,6,5
"happy","item36",9,"17/12/17","D",72,162,7,5
"happy","item37",9,"17/12/17","D",60,144,6,5
"happy","item38",9,"17/12/17","D",56,152,6,6
"happy","item39",9,"17/12/17","D",61,119,6,5
"happy","item40",9,"17/12/17","D",70,171,6,5
"happy","item41",9,"17/12/17","D",68,168,6,5
"happy","item42",9,"17/12/17","D",62,159,6,5
"happy","item43",9,"17/12/17","D",65,167,6,6
"happy","item44",9,"17/12/17","D",67,138,6,5
"happy","item45",9,"17/12/17","D",73,146,6,5
"happy","item46",9,"17/12/17","D",78,172,6,5
"happy","item47",9,"17/12/17","D",81,136,6,5
"happy","item48",9,"17/12/17","D",63,152,6,5
"happy","item49",9,"17/12/17","D",81,134,6,5
"happy","item50",9,"17/12/17","D",60,152,7,5
"happy","item51",9,"17/12/17","D",69,186,6,5
"happy","item52",9,"17/12/17","D",66,138,6,5
"happy","item53",9,"17/12/17","D",76,153,6,5
"happy","item54",9,"17/12/17","D",87,157,6,5
"happy","item55",9,"17/12/17","D",76,132,6,5
"happy","item56",9,"17/12/17","D",60,162,6,6
"happy","item57",9,"17/12/17","D",62,137,6,6
"happy","item58",9,"17/12/17","D",59,161,6,5
"happy","item59",9,"17/12/17","D",69,152,6,5
"happy","item60",9,"17/12/17","D",65,161,7,5
"happy","item61",9,"17/12/17","D",65,163,6,6
"happy","item62",9,"17/12/17","D",62,153,7,5
"happy","item63",9,"17/12/17","D",80,167,6,6
"happy","item64",9,"17/12/17","D",84,166,7,5
