"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",15,"17/12/17","B",105,177,8,3
"sad","item2",15,"17/12/17","B",92,162,8,2
"sad","item3",15,"17/12/17","B",120,190,8,3
"sad","item4",15,"17/12/17","B",100,198,8,3
"sad","item5",15,"17/12/17","B",119,189,8,3
"sad","item6",15,"17/12/17","B",100,185,8,3
"sad","item7",15,"17/12/17","B",120,163,8,2
"sad","item8",15,"17/12/17","B",114,178,8,3
"sad","item9",15,"17/12/17","B",93,167,8,3
"sad","item10",15,"17/12/17","B",100,174,8,3
"sad","item11",15,"17/12/17","B",95,183,8,3
"sad","item12",15,"17/12/17","B",106,185,8,2
"sad","item13",15,"17/12/17","B",89,197,8,3
"sad","item14",15,"17/12/17","B",98,186,8,2
"sad","item15",15,"17/12/17","B",103,170,8,3
"sad","item16",15,"17/12/17","B",112,183,8,3
"sad","item17",15,"17/12/17","B",99,186,8,2
"sad","item18",15,"17/12/17","B",84,202,8,3
"sad","item19",15,"17/12/17","B",95,192,8,2
"sad","item20",15,"17/12/17","B",94,199,8,3
"sad","item21",15,"17/12/17","B",108,184,8,3
"sad","item22",15,"17/12/17","B",119,166,7,3
"sad","item23",15,"17/12/17","B",116,169,8,3
"sad","item24",15,"17/12/17","B",95,188,8,3
"sad","item25",15,"17/12/17","B",107,197,8,3
"sad","item26",15,"17/12/17","B",93,168,8,3
"sad","item27",15,"17/12/17","B",92,178,8,3
"sad","item28",15,"17/12/17","B",97,180,8,2
"sad","item29",15,"17/12/17","B",107,184,8,3
"sad","item30",15,"17/12/17","B",100,195,8,3
"sad","item31",15,"17/12/17","B",120,174,8,3
"sad","item32",15,"17/12/17","B",105,206,8,2
"happy","item33",15,"17/12/17","B",140,205,8,5
"happy","item34",15,"17/12/17","B",143,186,8,4
"happy","item35",15,"17/12/17","B",128,171,8,5
"happy","item36",15,"17/12/17","B",126,188,8,5
"happy","item37",15,"17/12/17","B",143,221,8,5
"happy","item38",15,"17/12/17","B",120,190,8,5
"happy","item39",15,"17/12/17","B",134,194,8,5
"happy","item40",15,"17/12/17","B",132,199,8,5
"happy","item41",15,"17/12/17","B",141,210,8,5
"happy","item42",15,"17/12/17","B",127,182,8,5
"happy","item43",15,"17/12/17","B",138,198,8,5
"happy","item44",15,"17/12/17","B",139,216,8,5
"happy","item45",15,"17/12/17","B",122,181,8,5
"happy","item46",15,"17/12/17","B",125,174,8,5
"happy","item47",15,"17/12/17","B",148,168,8,5
"happy","item48",15,"17/12/17","B",139,219,8,5
"happy","item49",15,"17/12/17","B",132,191,8,5
"happy","item50",15,"17/12/17","B",136,193,8,5
"happy","item51",15,"17/12/17","B",135,198,8,5
"happy","item52",15,"17/12/17","B",149,196,8,5
"happy","item53",15,"17/12/17","B",119,187,8,5
"happy","item54",15,"17/12/17","B",118,179,8,4
"happy","item55",15,"17/12/17","B",127,214,8,5
"happy","item56",15,"17/12/17","B",144,181,8,5
"happy","item57",15,"17/12/17","B",135,195,8,4
"happy","item58",15,"17/12/17","B",131,220,8,5
"happy","item59",15,"17/12/17","B",149,195,8,5
"happy","item60",15,"17/12/17","B",140,171,8,5
"happy","item61",15,"17/12/17","B",138,189,8,5
"happy","item62",15,"17/12/17","B",128,198,8,5
"happy","item63",15,"17/12/17","B",146,206,8,5
"happy","item64",15,"17/12/17","B",139,195,8,4
