"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",10,"19/12/17","D",99,152,6,3
"sad","item2",10,"19/12/17","D",97,178,6,3
"sad","item3",10,"19/12/17","D",93,179,6,3
"sad","item4",10,"19/12/17","D",98,182,6,3
"sad","item5",10,"19/12/17","D",96,156,6,3
"sad","item6",10,"19/12/17","D",97,163,6,3
"sad","item7",10,"19/12/17","D",95,168,6,2
"sad","item8",10,"19/12/17","D",79,191,5,2
"sad","item9",10,"19/12/17","D",75,167,6,3
"sad","item10",10,"19/12/17","D",92,159,6,2
"sad","item11",10,"19/12/17","D",67,168,6,2
"sad","item12",10,"19/12/17","D",89,163,6,2
"sad","item13",10,"19/12/17","D",99,187,5,3
"sad","item14",10,"19/12/17","D",95,174,6,3
"sad","item15",10,"19/12/17","D",79,159,6,3
"sad","item16",10,"19/12/17","D",82,161,6,3
"sad","item17",10,"19/12/17","D",71,160,6,3
"sad","item18",10,"19/12/17","D",106,171,6,3
"sad","item19",10,"19/12/17","D",90,145,6,3
"sad","item20",10,"19/12/17","D",107,162,6,2
"sad","item21",10,"19/12/17","D",94,173,6,2
"sad","item22",10,"19/12/17","D",89,147,6,2
"sad","item23",10,"19/12/17","D",110,155,6,2
"sad","item24",10,"19/12/17","D",103,181,6,3
"sad","item25",10,"19/12/17","D",94,181,6,3
"sad","item26",10,"19/12/17","D",91,194,6,2
"sad","item27",10,"19/12/17","D",84,163,6,2
"sad","item28",10,"19/12/17","D",91,172,6,3
"sad","item29",10,"19/12/17","D",99,149,6,3
"sad","item30",10,"19/12/17","D",75,181,6,3
"sad","item31",10,"19/12/17","D",104,160,6,3
"sad","item32",10,"19/12/17","D",90,180,6,2
"happy","item33",10,"19/12/17","D",116,238,5,5
"happy","item34",10,"19/12/17","D",129,199,6,5
"happy","item35",10,"19/12/17","D",133,207,6,5
"happy","item36",10,"19/12/17","D",134,212,6,5
"happy","item37",10,"19/12/17","D",113,198,6,6
"happy","item38",10,"19/12/17","D",128,196,6,6
"happy","item39",10,"19/12/17","D",139,196,6,5
"happy","item40",10,"19/12/17","D",136,194,6,5
"happy","item41",10,"19/12/17","D",148,213,6,6
"happy","item42",10,"19/12/17","D",127,205,6,6
"happy","item43",10,"19/12/17","D",140,215,6,5
"happy","item44",10,"19/12/17","D",139,208,6,5
"happy","item45",10,"19/12/17","D",106,210,5,5
"happy","item46",10,"19/12/17","D",136,196,6,6
"happy","item47",10,"19/12/17","D",135,192,6,5
"happy","item48",10,"19/12/17","D",136,185,6,5
"happy","item49",10,"19/12/17","D",105,194,6,5
"happy","item50",10,"19/12/17","D",129,204,6,5
"happy","item51",10,"19/12/17","D",125,221,6,5
"happy","item52",10,"19/12/17","D",118,204,6,5
"happy","item53",10,"19/12/17","D",137,207,6,5
"happy","item54",10,"19/12/17","D",131,205,5,5
"happy","item55",10,"19/12/17","D",134,210,6,5
"happy","item56",10,"19/12/17","D",139,215,6,6
"happy","item57",10,"19/12/17","D",152,208,6,5
"happy","item58",10,"19/12/17","D",142,190,6,5
"happy","item59",10,"19/12/17","D",136,236,6,5
"happy","item60",10,"19/12/17","D",160,192,6,5
"happy","item61",10,"19/12/17","D",116,211,6,5
"happy","item62",10,"19/12/17","D",134,206,6,5
"happy","item63",10,"19/12/17","D",130,192,6,5
"happy","item64",10,"19/12/17","D",118,196,6,5
