"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",1,"17/12/17","D",60,165,8,3
"sad","item2",1,"17/12/17","D",70,157,9,3
"sad","item3",1,"17/12/17","D",81,153,9,3
"sad","item4",1,"17/12/17","D",82,159,9,3
"sad","item5",1,"17/12/17","D",74,156,9,3
"sad","item6",1,"17/12/17","D",73,164,9,3
"sad","item7",1,"17/12/17","D",77,159,9,3
"sad","item8",1,"17/12/17","D",69,166,9,2
"sad","item9",1,"17/12/17","D",99,169,9,3
"sad","item10",1,"17/12/17","D",72,143,9,3
"sad","item11",1,"17/12/17","D",74,160,9,3
"sad","item12",1,"17/12/17","D",76,175,9,3
"sad","item13",1,"17/12/17","D",72,166,9,3
"sad","item14",1,"17/12/17","D",73,151,9,3
"sad","item15",1,"17/12/17","D",68,142,9,3
"sad","item16",1,"17/12/17","D",77,146,8,3
"sad","item17",1,"17/12/17","D",69,169,9,3
"sad","item18",1,"17/12/17","D",89,161,9,3
"sad","item19",1,"17/12/17","D",78,155,9,3
"sad","item20",1,"17/12/17","D",55,170,9,3
"sad","item21",1,"17/12/17","D",83,161,9,2
"sad","item22",1,"17/12/17","D",94,149,9,3
"sad","item23",1,"17/12/17","D",59,158,8,2
"sad","item24",1,"17/12/17","D",81,153,9,3
"sad","item25",1,"17/12/17","D",63,160,9,2
"sad","item26",1,"17/12/17","D",74,160,9,3
"sad","item27",1,"17/12/17","D",59,193,9,3
"sad","item28",1,"17/12/17","D",76,158,9,3
"sad","item29",1,"17/12/17","D",79,162,9,3
"sad","item30",1,"17/12/17","D",65,178,9,3
"sad","item31",1,"17/12/17","D",74,159,9,3
"sad","item32",1,"17/12/17","D",73,172,9,3
"happy","item33",1,"17/12/17","D",134,152,8,4
"happy","item34",1,"17/12/17","D",114,146,9,4
"happy","item35",1,"17/12/17","D",130,129,9,4
"happy","item36",1,"17/12/17","D",128,155,9,5
"happy","item37",1,"17/12/17","D",122,145,9,4
"happy","item38",1,"17/12/17","D",118,150,9,5
"happy","item39",1,"17/12/17","D",123,154,9,4
"happy","item40",1,"17/12/17","D",125,139,9,5
"happy","item41",1,"17/12/17","D",131,139,9,5
"happy","item42",1,"17/12/17","D",119,180,9,5
"happy","item43",1,"17/12/17","D",125,132,8,5
"happy","item44",1,"17/12/17","D",133,160,8,5
"happy","item45",1,"17/12/17","D",119,131,9,5
"happy","item46",1,"17/12/17","D",124,128,9,4
"happy","item47",1,"17/12/17","D",110,141,8,5
"happy","item48",1,"17/12/17","D",124,159,8,5
"happy","item49",1,"17/12/17","D",119,134,9,5
"happy","item50",1,"17/12/17","D",125,135,8,5
"happy","item51",1,"17/12/17","D",115,165,9,5
"happy","item52",1,"17/12/17","D",131,169,9,5
"happy","item53",1,"17/12/17","D",142,158,8,5
"happy","item54",1,"17/12/17","D",116,130,9,5
"happy","item55",1,"17/12/17","D",114,147,9,4
"happy","item56",1,"17/12/17","D",121,153,9,5
"happy","item57",1,"17/12/17","D",111,160,9,4
"happy","item58",1,"17/12/17","D",128,141,9,5
"happy","item59",1,"17/12/17","D",119,152,8,5
"happy","item60",1,"17/12/17","D",134,148,8,5
"happy","item61",1,"17/12/17","D",110,187,9,4
"happy","item62",1,"17/12/17","D",116,136,9,5
"happy","item63",1,"17/12/17","D",128,163,9,4
"happy","item64",1,"17/12/17","D",133,148,8,5
