"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",14,"17/12/17","D",170,240,8,3
"sad","item2",14,"17/12/17","D",168,232,7,3
"sad","item3",14,"17/12/17","D",157,228,7,3
"sad","item4",14,"17/12/17","D",156,265,8,2
"sad","item5",14,"17/12/17","D",145,226,8,3
"sad","item6",14,"17/12/17","D",147,225,8,3
"sad","item7",14,"17/12/17","D",152,237,7,3
"sad","item8",14,"17/12/17","D",166,242,8,3
"sad","item9",14,"17/12/17","D",150,247,8,3
"sad","item10",14,"17/12/17","D",139,243,8,3
"sad","item11",14,"17/12/17","D",173,250,8,2
"sad","item12",14,"17/12/17","D",171,246,8,3
"sad","item13",14,"17/12/17","D",169,240,8,3
"sad","item14",14,"17/12/17","D",158,232,7,4
"sad","item15",14,"17/12/17","D",158,220,8,3
"sad","item16",14,"17/12/17","D",172,229,8,3
"sad","item17",14,"17/12/17","D",167,255,8,3
"sad","item18",14,"17/12/17","D",167,222,8,3
"sad","item19",14,"17/12/17","D",161,246,7,3
"sad","item20",14,"17/12/17","D",149,255,8,3
"sad","item21",14,"17/12/17","D",157,251,8,3
"sad","item22",14,"17/12/17","D",161,243,8,3
"sad","item23",14,"17/12/17","D",168,260,8,2
"sad","item24",14,"17/12/17","D",162,229,8,2
"sad","item25",14,"17/12/17","D",161,226,8,3
"sad","item26",14,"17/12/17","D",153,243,8,3
"sad","item27",14,"17/12/17","D",149,232,7,3
"sad","item28",14,"17/12/17","D",160,237,7,4
"sad","item29",14,"17/12/17","D",145,238,8,3
"sad","item30",14,"17/12/17","D",158,230,7,3
"sad","item31",14,"17/12/17","D",161,241,7,3
"sad","item32",14,"17/12/17","D",159,217,8,3
"happy","item33",14,"17/12/17","D",159,234,7,5
"happy","item34",14,"17/12/17","D",145,245,7,5
"happy","item35",14,"17/12/17","D",157,234,7,5
"happy","item36",14,"17/12/17","D",147,222,7,5
"happy","item37",14,"17/12/17","D",160,229,7,5
"happy","item38",14,"17/12/17","D",165,233,7,4
"happy","item39",14,"17/12/17","D",157,217,7,5
"happy","item40",14,"17/12/17","D",166,204,7,5
"happy","item41",14,"17/12/17","D",154,211,7,5
"happy","item42",14,"17/12/17","D",151,225,7,5
"happy","item43",14,"17/12/17","D",162,224,7,5
"happy","item44",14,"17/12/17","D",166,227,7,5
"happy","item45",14,"17/12/17","D",158,217,7,5
"happy","item46",14,"17/12/17","D",171,219,7,4
"happy","item47",14,"17/12/17","D",158,235,7,5
"happy","item48",14,"17/12/17","D",147,219,7,5
"happy","item49",14,"17/12/17","D",165,222,7,5
"happy","item50",14,"17/12/17","D",159,207,7,5
"happy","item51",14,"17/12/17","D",167,222,7,5
"happy","item52",14,"17/12/17","D",165,226,7,5
"happy","item53",14,"17/12/17","D",142,221,7,5
"happy","item54",14,"17/12/17","D",182,220,7,5
"happy","item55",14,"17/12/17","D",170,213,7,5
"happy","item56",14,"17/12/17","D",178,221,7,5
"happy","item57",14,"17/12/17","D",154,206,7,5
"happy","item58",14,"17/12/17","D",172,236,7,5
"happy","item59",14,"17/12/17","D",175,235,6,5
"happy","item60",14,"17/12/17","D",168,233,7,5
"happy","item61",14,"17/12/17","D",173,236,7,5
"happy","item62",14,"17/12/17","D",156,219,7,5
"happy","item63",14,"17/12/17","D",173,239,7,5
"happy","item64",14,"17/12/17","D",168,217,7,5
