"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",17,"19/12/17","D",99,153,6,3
"sad","item2",17,"19/12/17","D",114,149,7,2
"sad","item3",17,"19/12/17","D",106,180,7,3
"sad","item4",17,"19/12/17","D",103,146,7,2
"sad","item5",17,"19/12/17","D",108,157,7,2
"sad","item6",17,"19/12/17","D",102,162,7,2
"sad","item7",17,"19/12/17","D",88,155,7,2
"sad","item8",17,"19/12/17","D",107,147,7,2
"sad","item9",17,"19/12/17","D",115,158,7,2
"sad","item10",17,"19/12/17","D",108,168,7,2
"sad","item11",17,"19/12/17","D",97,135,6,2
"sad","item12",17,"19/12/17","D",107,147,7,2
"sad","item13",17,"19/12/17","D",106,117,7,2
"sad","item14",17,"19/12/17","D",98,167,7,2
"sad","item15",17,"19/12/17","D",120,155,7,2
"sad","item16",17,"19/12/17","D",104,151,7,2
"sad","item17",17,"19/12/17","D",104,143,7,2
"sad","item18",17,"19/12/17","D",98,154,7,3
"sad","item19",17,"19/12/17","D",117,156,7,2
"sad","item20",17,"19/12/17","D",108,147,7,2
"sad","item21",17,"19/12/17","D",116,127,6,2
"sad","item22",17,"19/12/17","D",109,154,7,3
"sad","item23",17,"19/12/17","D",106,148,7,2
"sad","item24",17,"19/12/17","D",108,157,7,2
"sad","item25",17,"19/12/17","D",109,129,7,3
"sad","item26",17,"19/12/17","D",99,149,7,2
"sad","item27",17,"19/12/17","D",96,161,7,2
"sad","item28",17,"19/12/17","D",104,153,7,3
"sad","item29",17,"19/12/17","D",106,158,7,2
"sad","item30",17,"19/12/17","D",89,172,7,2
"sad","item31",17,"19/12/17","D",104,150,7,2
"sad","item32",17,"19/12/17","D",102,148,7,2
"happy","item33",17,"19/12/17","D",126,147,7,5
"happy","item34",17,"19/12/17","D",114,188,7,5
"happy","item35",17,"19/12/17","D",107,170,7,6
"happy","item36",17,"19/12/17","D",138,174,7,5
"happy","item37",17,"19/12/17","D",120,159,7,5
"happy","item38",17,"19/12/17","D",133,189,7,5
"happy","item39",17,"19/12/17","D",125,159,7,4
"happy","item40",17,"19/12/17","D",132,163,7,5
"happy","item41",17,"19/12/17","D",127,179,7,5
"happy","item42",17,"19/12/17","D",121,174,7,5
"happy","item43",17,"19/12/17","D",120,159,7,5
"happy","item44",17,"19/12/17","D",108,169,7,5
"happy","item45",17,"19/12/17","D",118,182,7,5
"happy","item46",17,"19/12/17","D",121,172,7,5
"happy","item47",17,"19/12/17","D",127,152,7,5
"happy","item48",17,"19/12/17","D",112,168,7,5
"happy","item49",17,"19/12/17","D",121,195,7,5
"happy","item50",17,"19/12/17","D",115,170,6,6
"happy","item51",17,"19/12/17","D",132,218,7,5
"happy","item52",17,"19/12/17","D",134,158,7,5
"happy","item53",17,"19/12/17","D",124,167,7,5
"happy","item54",17,"19/12/17","D",114,158,7,5
"happy","item55",17,"19/12/17","D",114,180,7,6
"happy","item56",17,"19/12/17","D",123,173,7,5
"happy","item57",17,"19/12/17","D",132,176,7,5
"happy","item58",17,"19/12/17","D",143,174,7,5
"happy","item59",17,"19/12/17","D",136,168,7,5
"happy","item60",17,"19/12/17","D",127,179,6,5
"happy","item61",17,"19/12/17","D",132,165,7,5
"happy","item62",17,"19/12/17","D",109,166,7,5
"happy","item63",17,"19/12/17","D",119,174,7,5
"happy","item64",17,"19/12/17","D",132,177,7,5
