"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",4,"16/12/17","D",134,129,6,3
"sad","item2",4,"16/12/17","D",127,120,6,3
"sad","item3",4,"16/12/17","D",135,118,6,3
"sad","item4",4,"16/12/17","D",147,144,6,3
"sad","item5",4,"16/12/17","D",144,123,6,3
"sad","item6",4,"16/12/17","D",133,131,6,3
"sad","item7",4,"16/12/17","D",135,138,6,3
"sad","item8",4,"16/12/17","D",140,129,6,3
"sad","item9",4,"16/12/17","D",151,139,6,3
"sad","item10",4,"16/12/17","D",138,134,6,3
"sad","item11",4,"16/12/17","D",134,140,6,3
"sad","item12",4,"16/12/17","D",144,132,7,3
"sad","item13",4,"16/12/17","D",150,125,6,2
"sad","item14",4,"16/12/17","D",127,133,6,3
"sad","item15",4,"16/12/17","D",141,126,6,3
"sad","item16",4,"16/12/17","D",140,138,6,3
"sad","item17",4,"16/12/17","D",122,122,6,3
"sad","item18",4,"16/12/17","D",129,146,6,3
"sad","item19",4,"16/12/17","D",115,138,6,3
"sad","item20",4,"16/12/17","D",142,134,6,3
"sad","item21",4,"16/12/17","D",131,129,6,3
"sad","item22",4,"16/12/17","D",127,116,6,3
"sad","item23",4,"16/12/17","D",145,152,6,3
"sad","item24",4,"16/12/17","D",143,121,6,3
"sad","item25",4,"16/12/17","D",132,122,6,4
"sad","item26",4,"16/12/17","D",139,141,6,3
"sad","item27",4,"16/12/17","D",116,121,6,3
"sad","item28",4,"16/12/17","D",146,137,6,3
"sad","item29",4,"16/12/17","D",119,139,6,3
"sad","item30",4,"16/12/17","D",149,139,6,3
"sad","item31",4,"16/12/17","D",136,115,6,3
"sad","item32",4,"16/12/17","D",152,104,6,3
"happy","item33",4,"16/12/17","D",136,122,6,5
"happy","item34",4,"16/12/17","D",119,135,6,6
"happy","item35",4,"16/12/17","D",86,133,6,5
"happy","item36",4,"16/12/17","D",102,116,6,5
"happy","item37",4,"16/12/17","D",114,122,6,5
"happy","item38",4,"16/12/17","D",99,107,6,6
"happy","item39",4,"16/12/17","D",107,131,6,5
"happy","item40",4,"16/12/17","D",126,128,6,5
"happy","item41",4,"16/12/17","D",103,122,6,5
"happy","item42",4,"16/12/17","D",108,126,6,6
"happy","item43",4,"16/12/17","D",109,135,6,5
"happy","item44",4,"16/12/17","D",126,112,6,5
"happy","item45",4,"16/12/17","D",100,116,6,6
"happy","item46",4,"16/12/17","D",110,112,6,5
"happy","item47",4,"16/12/17","D",116,126,6,5
"happy","item48",4,"16/12/17","D",118,115,6,5
"happy","item49",4,"16/12/17","D",111,104,6,6
"happy","item50",4,"16/12/17","D",115,111,5,5
"happy","item51",4,"16/12/17","D",117,121,6,5
"happy","item52",4,"16/12/17","D",100,113,6,5
"happy","item53",4,"16/12/17","D",116,126,6,6
"happy","item54",4,"16/12/17","D",125,136,6,6
"happy","item55",4,"16/12/17","D",108,135,6,5
"happy","item56",4,"16/12/17","D",119,127,6,6
"happy","item57",4,"16/12/17","D",101,124,6,5
"happy","item58",4,"16/12/17","D",121,114,6,6
"happy","item59",4,"16/12/17","D",95,130,6,5
"happy","item60",4,"16/12/17","D",89,129,6,6
"happy","item61",4,"16/12/17","D",103,123,6,6
"happy","item62",4,"16/12/17","D",113,101,6,5
"happy","item63",4,"16/12/17","D",111,140,6,6
"happy","item64",4,"16/12/17","D",108,156,6,5
