"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",11,"16/12/17","D",51,114,7,3
"sad","item2",11,"16/12/17","D",65,165,7,3
"sad","item3",11,"16/12/17","D",57,153,7,3
"sad","item4",11,"16/12/17","D",74,146,7,3
"sad","item5",11,"16/12/17","D",38,146,7,3
"sad","item6",11,"16/12/17","D",55,144,8,3
"sad","item7",11,"16/12/17","D",58,158,7,3
"sad","item8",11,"16/12/17","D",46,168,7,3
"sad","item9",11,"16/12/17","D",57,161,7,3
"sad","item10",11,"16/12/17","D",73,160,8,3
"sad","item11",11,"16/12/17","D",41,145,7,3
"sad","item12",11,"16/12/17","D",66,155,7,3
"sad","item13",11,"16/12/17","D",62,157,7,3
"sad","item14",11,"16/12/17","D",27,145,7,3
"sad","item15",11,"16/12/17","D",64,151,7,3
"sad","item16",11,"16/12/17","D",52,164,7,3
"sad","item17",11,"16/12/17","D",70,171,7,3
"sad","item18",11,"16/12/17","D",57,150,7,3
"sad","item19",11,"16/12/17","D",48,163,7,3
"sad","item20",11,"16/12/17","D",64,146,7,3
"sad","item21",11,"16/12/17","D",56,159,7,3
"sad","item22",11,"16/12/17","D",49,155,7,2
"sad","item23",11,"16/12/17","D",62,159,7,3
"sad","item24",11,"16/12/17","D",49,127,7,3
"sad","item25",11,"16/12/17","D",47,147,7,3
"sad","item26",11,"16/12/17","D",58,138,7,3
"sad","item27",11,"16/12/17","D",53,144,7,3
"sad","item28",11,"16/12/17","D",52,172,7,2
"sad","item29",11,"16/12/17","D",64,161,7,3
"sad","item30",11,"16/12/17","D",49,127,7,3
"sad","item31",11,"16/12/17","D",53,159,7,4
"sad","item32",11,"16/12/17","D",60,165,7,3
"happy","item33",11,"16/12/17","D",71,139,7,6
"happy","item34",11,"16/12/17","D",82,126,7,5
"happy","item35",11,"16/12/17","D",66,148,8,6
"happy","item36",11,"16/12/17","D",79,133,7,5
"happy","item37",11,"16/12/17","D",79,150,7,6
"happy","item38",11,"16/12/17","D",92,133,8,6
"happy","item39",11,"16/12/17","D",61,149,8,5
"happy","item40",11,"16/12/17","D",70,140,8,5
"happy","item41",11,"16/12/17","D",73,123,7,6
"happy","item42",11,"16/12/17","D",82,141,8,6
"happy","item43",11,"16/12/17","D",76,137,7,5
"happy","item44",11,"16/12/17","D",74,113,7,6
"happy","item45",11,"16/12/17","D",83,141,8,5
"happy","item46",11,"16/12/17","D",75,161,7,5
"happy","item47",11,"16/12/17","D",75,134,7,5
"happy","item48",11,"16/12/17","D",97,141,8,6
"happy","item49",11,"16/12/17","D",82,111,7,6
"happy","item50",11,"16/12/17","D",96,118,7,5
"happy","item51",11,"16/12/17","D",76,137,7,5
"happy","item52",11,"16/12/17","D",85,129,8,5
"happy","item53",11,"16/12/17","D",73,145,7,6
"happy","item54",11,"16/12/17","D",82,133,8,5
"happy","item55",11,"16/12/17","D",74,138,8,5
"happy","item56",11,"16/12/17","D",78,114,7,5
"happy","item57",11,"16/12/17","D",77,152,8,5
"happy","item58",11,"16/12/17","D",64,140,7,6
"happy","item59",11,"16/12/17","D",82,145,8,6
"happy","item60",11,"16/12/17","D",69,153,7,5
"happy","item61",11,"16/12/17","D",82,139,7,5
"happy","item62",11,"16/12/17","D",76,140,7,6
"happy","item63",11,"16/12/17","D",82,141,8,5
"happy","item64",11,"16/12/17","D",82,144,7,5
