"var_001","var_002","vp_id","var_003","var_004","var_005","var_006","var_007","var_008"
"sad","item1",8,"19/12/17","A",95,159,5,2
"sad","item2",8,"19/12/17","A",88,172,5,2
"sad","item3",8,"19/12/17","A",107,182,5,2
"sad","item4",8,"19/12/17","A",84,182,5,2
"sad","item5",8,"19/12/17","A",95,199,5,2
"sad","item6",8,"19/12/17","A",94,164,5,3
"sad","item7",8,"19/12/17","A",88,180,6,2
"sad","item8",8,"19/12/17","A",92,172,5,3
"sad","item9",8,"19/12/17","A",88,154,6,3
"sad","item10",8,"19/12/17","A",108,161,5,3
"sad","item11",8,"19/12/17","A",101,148,6,2
"sad","item12",8,"19/12/17","A",89,191,6,2
"sad","item13",8,"19/12/17","A",99,176,5,2
"sad","item14",8,"19/12/17","A",112,175,5,3
"sad","item15",8,"19/12/17","A",101,183,5,3
"sad","item16",8,"19/12/17","A",91,165,5,3
"sad","item17",8,"19/12/17","A",104,161,6,2
"sad","item18",8,"19/12/17","A",105,196,5,3
"sad","item19",8,"19/12/17","A",113,165,6,3
"sad","item20",8,"19/12/17","A",96,182,5,2
"sad","item21",8,"19/12/17","A",110,185,5,2
"sad","item22",8,"19/12/17","A",107,186,6,2
"sad","item23",8,"19/12/17","A",99,184,6,3
"sad","item24",8,"19/12/17","A",111,168,5,2
"sad","item25",8,"19/12/17","A",92,174,5,2
"sad","item26",8,"19/12/17","A",94,151,6,2
"sad","item27",8,"19/12/17","A",99,174,6,2
"sad","item28",8,"19/12/17","A",111,168,5,2
"sad","item29",8,"19/12/17","A",98,167,5,2
"sad","item30",8,"19/12/17","A",106,166,6,2
"sad","item31",8,"19/12/17","A",92,171,6,3
"sad","item32",8,"19/12/17","A",114,170,6,2
"happy","item33",8,"19/12/17","A",117,166,6,5
"happy","item34",8,"19/12/17","A",110,177,6,6
"happy","item35",8,"19/12/17","A",98,183,6,5
"happy","item36",8,"19/12/17","A",104,186,6,6
"happy","item37",8,"19/12/17","A",117,197,6,6
"happy","item38",8,"19/12/17","A",114,186,6,5
"happy","item39",8,"19/12/17","A",96,182,6,6
"happy","item40",8,"19/12/17","A",100,161,6,6
"happy","item41",8,"19/12/17","A",96,189,5,6
"happy","item42",8,"19/12/17","A",100,190,5,5
"happy","item43",8,"19/12/17","A",118,167,6,5
"happy","item44",8,"19/12/17","A",107,181,5,5
"happy","item45",8,"19/12/17","A",105,170,6,5
"happy","item46",8,"19/12/17","A",103,170,6,5
"happy","item47",8,"19/12/17","A",105,173,5,5
"happy","item48",8,"19/12/17","A",97,200,5,6
"happy","item49",8,"19/12/17","A",96,170,6,6
"happy","item50",8,"19/12/17","A",112,168,5,6
"happy","item51",8,"19/12/17","A",111,178,6,6
"happy","item52",8,"19/12/17","A",119,184,6,6
"happy","item53",8,"19/12/17","A",91,181,6,5
"happy","item54",8,"19/12/17","A",93,185,6,5
"happy","item55",8,"19/12/17","A",106,168,6,5
"happy","item56",8,"19/12/17","A",95,162,6,6
"happy","item57",8,"19/12/17","A",105,162,6,6
"happy","item58",8,"19/12/17","A",105,152,6,6
"happy","item59",8,"19/12/17","A",103,169,5,5
"happy","item60",8,"19/12/17","A",121,185,5,6
"happy","item61",8,"19/12/17","A",104,182,6,6
"happy","item62",8,"19/12/17","A",118,161,6,5
"happy","item63",8,"19/12/17","A",121,169,5,5
"happy","item64",8,"19/12/17","A",87,162,5,6
